ISSN,Archive accepted manuscript,Archive published version,Sherpa/Romeo colour,Sherpa/Romeo Licence,Journal,Updated
1557-1912,12 months embargo,cannot,green,,Journal of Immigrant and Minority Health,18/10/2018,
1557-1920,12 months embargo,cannot,green,,Journal of Immigrant and Minority Health,18/10/2018,
1083-3021,12 months embargo,cannot,green,,Journal of Mammary Gland Biology and Neoplasia,18/10/2018,
1573-7039,12 months embargo,cannot,green,,Journal of Mammary Gland Biology and Neoplasia,18/10/2018,
1041-3545,12 months embargo,cannot,green,,Journal of Medical Humanities,18/10/2018,
1573-3645,12 months embargo,cannot,green,,Journal of Medical Humanities,18/10/2018,
0148-5598,12 months embargo,cannot,green,,Journal of Medical Systems,16/05/2014,
1573-689X,12 months embargo,cannot,green,,Journal of Medical Systems,16/05/2014,
0047-2891,12 months embargo,cannot,green,,Journal of Youth and Adolescence,16/05/2014,
1573-6601,12 months embargo,cannot,green,,Journal of Youth and Adolescence,16/05/2014,
1092-7875,12 months embargo,cannot,green,,Maternal and Child Health Journal,18/10/2018,
1573-6628,12 months embargo,cannot,green,,Maternal and Child Health Journal,18/10/2018,
0301-4851,12 months embargo,cannot,green,,Molecular Biology Reports,18/10/2018,
1573-4978,12 months embargo,cannot,green,,Molecular Biology Reports,18/10/2018,
0167-806X,12 months embargo,cannot,green,,Natural Language & Linguistic Theory,16/05/2014,
1573-0859,12 months embargo,cannot,green,,Natural Language & Linguistic Theory,16/05/2014,
0921-030X,12 months embargo,cannot,green,,Natural Hazards,16/05/2014,
1573-0840,12 months embargo,cannot,green,,Natural Hazards,16/05/2014,
0924-090X,12 months embargo,cannot,green,,Nonlinear Dynamics,16/05/2014,
1573-269X,12 months embargo,cannot,green,,Nonlinear Dynamics,16/05/2014,
0724-8741,can,cannot,green,,Pharmaceutical Research,21/03/2013,
1573-904X,can,cannot,green,,Pharmaceutical Research,21/03/2013,
2210-7703,12 months embargo,cannot,green,,International Journal of Clinical Pharmacy,16/05/2014,
2210-7711,12 months embargo,cannot,green,,International Journal of Clinical Pharmacy,16/05/2014,
0032-079X,12 months embargo,cannot,green,,Plant and Soil,16/05/2014,
1573-5036,12 months embargo,cannot,green,,Plant and Soil,16/05/2014,
0922-4777,12 months embargo,cannot,green,,Reading and Writing,16/05/2014,
1573-0905,12 months embargo,cannot,green,,Reading and Writing,16/05/2014,
0360-0025,12 months embargo,cannot,green,,Sex Roles,16/05/2014,
1573-2762,12 months embargo,cannot,green,,Sex Roles,16/05/2014,
0303-8300,12 months embargo,cannot,green,,Social Indicators Research,16/05/2014,
1573-0921,12 months embargo,cannot,green,,Social Indicators Research,16/05/2014,
0167-7411,12 months embargo,cannot,green,,Topoi,16/05/2014,
1572-8749,12 months embargo,cannot,green,,Topoi,16/05/2014,
1083-8155,12 months embargo,cannot,green,,Urban Ecosystems,16/05/2014,
1573-1642,12 months embargo,cannot,green,,Urban Ecosystems,16/05/2014,
0920-4741,12 months embargo,cannot,green,,Water Resources Management,16/05/2014,
1573-1650,12 months embargo,cannot,green,,Water Resources Management,16/05/2014,
0959-3993,12 months embargo,cannot,green,,World Journal of Microbiology and Biotechnology,18/10/2018,
1573-0972,12 months embargo,cannot,green,,World Journal of Microbiology and Biotechnology,18/10/2018,
1022-0038,12 months embargo,cannot,green,,Wireless Networks,16/05/2014,
1572-8196,12 months embargo,cannot,green,,Wireless Networks,16/05/2014,
0929-6212,12 months embargo,cannot,green,,Wireless Personal Communications,16/05/2014,
1572-834X,12 months embargo,cannot,green,,Wireless Personal Communications,16/05/2014,
1614-2942,12 months embargo,cannot,green,,Tree Genetics & Genomes,16/05/2014,
1614-2950,12 months embargo,cannot,green,,Tree Genetics & Genomes,16/05/2014,
0944-1344,12 months embargo,cannot,green,,Environmental Science and Pollution Research,18/10/2018,
1614-7499,12 months embargo,cannot,green,,Environmental Science and Pollution Research,18/10/2018,
1042-1629,12 months embargo,cannot,green,,Educational Technology Research and Development,18/10/2018,
1556-6501,12 months embargo,cannot,green,,Educational Technology Research and Development,18/10/2018,
1557-1874,12 months embargo,cannot,green,,International Journal of Mental Health and Addiction,16/05/2014,
1557-1882,12 months embargo,cannot,green,,International Journal of Mental Health and Addiction,16/05/2014,
1776-2596,12 months embargo,cannot,green,,Targeted Oncology,18/10/2018,
1776-260X,12 months embargo,cannot,green,,Targeted Oncology,18/10/2018,
1862-3522,12 months embargo,cannot,green,,Archives of Osteoporosis,18/10/2018,
1862-3514,12 months embargo,cannot,green,,Archives of Osteoporosis,18/10/2018,
1073-5623,12 months embargo,cannot,green,,Metallurgical and Materials Transactions A,16/05/2014,
1543-1940,12 months embargo,cannot,green,,Metallurgical and Materials Transactions A,16/05/2014,
1073-5615,12 months embargo,cannot,green,,Metallurgical and Materials Transactions B,16/05/2014,
1543-1916,12 months embargo,cannot,green,,Metallurgical and Materials Transactions B,16/05/2014,
0960-8923,12 months embargo,cannot,green,,Obesity Surgery,16/05/2014,
1708-0428,12 months embargo,cannot,green,,Obesity Surgery,16/05/2014,
2585-7290,,,,,Chemical Papers,,
1336-9075,12 months embargo,cannot,green,,Chemical Papers,16/05/2014,
0256-1115,12 months embargo,cannot,green,,Korean Journal of Chemical Engineering,16/05/2014,
1975-7220,12 months embargo,cannot,green,,Korean Journal of Chemical Engineering,16/05/2014,
0021-2172,12 months embargo,cannot,green,,Israel Journal of Mathematics,16/05/2014,
1565-8511,12 months embargo,cannot,green,,Israel Journal of Mathematics,16/05/2014,
1873-9318,12 months embargo,cannot,green,,"Air Quality, Atmosphere & Health",18/10/2018,
1873-9326,12 months embargo,cannot,green,,"Air Quality, Atmosphere & Health",18/10/2018,
1527-2737,12 months embargo,cannot,green,,Current Urology Reports,18/10/2018,
1534-6285,12 months embargo,cannot,green,,Current Urology Reports,18/10/2018,
1935-5130,12 months embargo,cannot,green,,Food and Bioprocess Technology,18/10/2018,
1935-5149,12 months embargo,cannot,green,,Food and Bioprocess Technology,18/10/2018,
0009-921X,12 months embargo,cannot,yellow,,Clinical Orthopaedics and Related Research®,6/12/2018,
1528-1132,12 months embargo,cannot,yellow,,Clinical Orthopaedics and Related Research®,6/12/2018,
1550-8943,12 months embargo,cannot,green,,Stem Cell Reviews and Reports,18/10/2018,
1558-6804,12 months embargo,cannot,green,,Stem Cell Reviews and Reports,18/10/2018,
1547-769X,12 months embargo,cannot,green,,"Forensic Science, Medicine and Pathology",18/10/2018,
1556-2891,12 months embargo,cannot,green,,"Forensic Science, Medicine and Pathology",18/10/2018,
1936-5802,12 months embargo,cannot,green,,Chemosensory Perception,18/10/2018,
1936-5810,12 months embargo,cannot,green,,Chemosensory Perception,18/10/2018,
1045-6767,12 months embargo,cannot,green,,Human Nature,18/10/2018,
1936-4776,12 months embargo,cannot,green,,Human Nature,18/10/2018,
0039-3606,12 months embargo,cannot,green,,Studies in Comparative International Development,16/05/2014,
1936-6167,12 months embargo,cannot,green,,Studies in Comparative International Development,16/05/2014,
0883-6612,12 months embargo,cannot,yellow,,Annals of Behavioral Medicine,30/05/2017,
1532-4796,12 months embargo,cannot,yellow,,Annals of Behavioral Medicine,30/05/2017,
1229-9197,12 months embargo,cannot,green,,Fibers and Polymers,16/05/2014,
1875-0052,12 months embargo,cannot,green,,Fibers and Polymers,16/05/2014,
0972-2068,12 months embargo,cannot,green,,Indian Journal of Surgery,16/05/2014,
0973-9793,12 months embargo,cannot,green,,Indian Journal of Surgery,16/05/2014,
1473-4222,12 months embargo,cannot,green,,The Cerebellum,16/05/2014,
1473-4230,12 months embargo,cannot,green,,The Cerebellum,16/05/2014,
1070-5503,12 months embargo,cannot,green,,International Journal of Behavioral Medicine,16/05/2014,
1532-7558,12 months embargo,cannot,green,,International Journal of Behavioral Medicine,16/05/2014,
1868-6478,12 months embargo,cannot,green,,Evolving Systems,16/05/2014,
1868-6486,12 months embargo,cannot,green,,Evolving Systems,16/05/2014,
1598-1037,12 months embargo,cannot,green,,Asia Pacific Education Review,16/05/2014,
1876-407X,12 months embargo,cannot,green,,Asia Pacific Education Review,16/05/2014,
1868-3967,12 months embargo,cannot,green,,Energy Systems,16/05/2014,
1868-3975,12 months embargo,cannot,green,,Energy Systems,16/05/2014,
1868-8527,12 months embargo,cannot,green,,Mindfulness,16/05/2014,
1868-8535,12 months embargo,cannot,green,,Mindfulness,16/05/2014,
0277-5212,12 months embargo,cannot,green,,Wetlands,18/10/2018,
1943-6246,12 months embargo,cannot,green,,Wetlands,18/10/2018,
0022-1155,12 months embargo,cannot,green,,Journal of Food Science and Technology,16/05/2014,
0975-8402,12 months embargo,cannot,green,,Journal of Food Science and Technology,16/05/2014,
1598-5032,12 months embargo,cannot,green,,Macromolecular Research,16/05/2014,
2092-7673,12 months embargo,cannot,green,,Macromolecular Research,16/05/2014,
1598-2351,12 months embargo,cannot,green,,International Journal of Steel Structures,16/05/2014,
2093-6311,12 months embargo,cannot,green,,International Journal of Steel Structures,16/05/2014,
1933-7213,12 months embargo,cannot,green,,Neurotherapeutics,16/05/2014,
1878-7479,12 months embargo,cannot,green,,Neurotherapeutics,16/05/2014,
1044-0305,12 months embargo,cannot,green,,Journal of The American Society for Mass Spectrometry,16/05/2014,
1879-1123,12 months embargo,cannot,green,,Journal of The American Society for Mass Spectrometry,16/05/2014,
1958-5586,12 months embargo,cannot,green,,Dairy Science & Technology,16/05/2014,
1958-5594,12 months embargo,cannot,green,,Dairy Science & Technology,16/05/2014,
2161-3311,12 months embargo,cannot,green,,Current Nutrition Reports,18/10/2018,
2162-4968,12 months embargo,cannot,green,,Current Obesity Reports,18/10/2018,
2212-2761,can,can,green,CC-BY,Perspectives on Medical Education,9/10/2018,
2212-277X,can,can,green,CC-BY,Perspectives on Medical Education,9/10/2018,
1173-8804,12 months embargo,cannot,green,,BioDrugs,18/10/2018,
1179-190X,12 months embargo,cannot,green,,BioDrugs,18/10/2018,
0112-1642,12 months embargo,cannot,green,,Sports Medicine,16/05/2014,
1179-2035,12 months embargo,cannot,green,,Sports Medicine,16/05/2014,
2156-8650,12 months embargo,cannot,green,,Medical Science Educator,16/05/2014,
2198-6096,No information,No information,No information,,Current Trauma Reports,,
2198-9745,,,,,International Journal of Research in Undergraduate Mathematics Education,,
2198-9753,,,,,International Journal of Research in Undergraduate Mathematics Education,,
0028-8276,,,,,New Zealand Journal of Educational Studies,,
2199-4714,,,,,New Zealand Journal of Educational Studies,,
2365-6301,,,,,Graphene Technology,,
2365-631X,,,,,Graphene Technology,,
2509-3290,,,,,Journal of Cognitive Enhancement,,
2509-3304,,,,,Journal of Cognitive Enhancement,,
0001-4575,12 months embargo,cannot,green,CC-BY-NC-ND,Accident Analysis & Prevention,1/05/2015,
0003-2697,12 months embargo,cannot,green,CC-BY-NC-ND,Analytical Biochemistry,24/06/2015,
1096-0309,12 months embargo,cannot,green,CC-BY-NC-ND,Analytical Biochemistry,24/06/2015,
1742-7061,12 months embargo,cannot,green,CC-BY-NC-ND,Acta Biomaterialia,1/05/2015,
0167-8809,12 months embargo,cannot,green,CC-BY-NC-ND,"Agriculture, Ecosystems & Environment",24/06/2015,
0168-1923,12 months embargo,cannot,green,CC-BY-NC-ND,Agricultural and Forest Meteorology,24/06/2015,
0001-8708,12 months embargo,cannot,green,CC-BY-NC-ND,Advances in Mathematics,1/05/2015,
1090-2082,12 months embargo,cannot,green,CC-BY-NC-ND,Advances in Mathematics,1/05/2015,
0002-9297,6 months embargo,cannot,yellow,CC-BY-NC-ND,The American Journal of Human Genetics,31/01/2018,
1537-6605,6 months embargo,cannot,yellow,CC-BY-NC-ND,The American Journal of Human Genetics,31/01/2018,
0002-9394,12 months embargo,cannot,green,CC-BY-NC-ND,American Journal of Ophthalmology,1/07/2016,
0002-9378,12 months embargo,cannot,green,CC-BY-NC-ND,American Journal of Obstetrics and Gynecology,1/07/2016,
2211-9264,12 months embargo,cannot,green,CC-BY-NC-ND,Algal Research,1/05/2015,
0301-0546,12 months embargo,cannot,green,CC-BY-NC-ND,Allergologia et Immunopathologia,1/07/2016,
1578-1267,12 months embargo,cannot,green,CC-BY-NC-ND,Allergologia et Immunopathologia,1/07/2016,
0749-3797,12 months embargo,cannot,green,CC-BY-NC-ND,American Journal of Preventive Medicine,1/07/2016,
0002-9343,12 months embargo,cannot,green,CC-BY-NC-ND,The American Journal of Medicine,1/07/2016,
1081-1206,12 months embargo,cannot,green,CC-BY-NC-ND,"Annals of Allergy, Asthma & Immunology",1/07/2016,
0003-3472,12 months embargo,cannot,green,CC-BY-NC-ND,Animal Behaviour,24/06/2015,
1095-8282,12 months embargo,cannot,green,CC-BY-NC-ND,Animal Behaviour,24/06/2015,
2213-3054,12 months embargo,cannot,green,CC-BY-NC-ND,Anthropocene,1/05/2015,
0361-3682,24 months embargo,cannot,green,CC-BY-NC-ND,"Accounting, Organizations and Society",9/01/2017,
0306-2619,12 months embargo,cannot,green,CC-BY-NC-ND,Applied Energy,1/05/2015,
0143-6228,12 months embargo,cannot,green,CC-BY-NC-ND,Applied Geography,1/05/2015,
0307-904X,12 months embargo,cannot,green,CC-BY-NC-ND,Applied Mathematical Modelling,1/05/2015,
0003-9993,12 months embargo,cannot,green,CC-BY-NC-ND,Archives of Physical Medicine and Rehabilitation,1/07/2016,
2352-9407,,,,,Applied Materials Today,,
0195-6663,12 months embargo,cannot,green,CC-BY-NC-ND,Appetite,1/05/2015,
1095-8304,12 months embargo,cannot,green,CC-BY-NC-ND,Appetite,1/05/2015,
1359-4311,12 months embargo,cannot,green,CC-BY-NC-ND,Applied Thermal Engineering,1/05/2015,
1309-1042,No information,No information,No information,,Atmospheric Pollution Research,,
0044-8486,12 months embargo,cannot,green,CC-BY-NC-ND,Aquaculture,1/05/2015,
0166-445X,12 months embargo,cannot,green,CC-BY-NC-ND,Aquatic Toxicology,1/05/2015,
0883-5403,12 months embargo,cannot,green,CC-BY-NC-ND,The Journal of Arthroplasty,1/07/2016,
1568-4946,12 months embargo,cannot,green,CC-BY-NC-ND,Applied Soft Computing,1/05/2015,
0926-5805,12 months embargo,cannot,green,CC-BY-NC-ND,Automation in Construction,1/05/2015,
1566-0702,12 months embargo,cannot,green,CC-BY-NC-ND,Autonomic Neuroscience,1/07/2016,
1439-1791,12 months embargo,cannot,green,CC-BY-NC-ND,Basic and Applied Ecology,1/05/2015,
0093-934X,12 months embargo,cannot,green,CC-BY-NC-ND,Brain and Language,1/07/2016,
1090-2155,12 months embargo,cannot,green,CC-BY-NC-ND,Brain and Language,1/07/2016,
0890-8389,24 months embargo,cannot,green,CC-BY-NC-ND,The British Accounting Review,9/01/2017,
1095-8347,24 months embargo,cannot,green,CC-BY-NC-ND,The British Accounting Review,9/01/2017,
0304-4165,12 months embargo,cannot,green,CC-BY-NC-ND,Biochimica et Biophysica Acta (BBA) - General Subjects,1/05/2015,
0889-1591,12 months embargo,cannot,green,CC-BY-NC-ND,"Brain, Behavior, and Immunity",1/07/2016,
1090-2139,12 months embargo,cannot,green,CC-BY-NC-ND,"Brain, Behavior, and Immunity",1/07/2016,
0166-4328,12 months embargo,cannot,green,CC-BY-NC-ND,Behavioural Brain Research,1/05/2015,
0006-291X,12 months embargo,cannot,green,CC-BY-NC-ND,Biochemical and Biophysical Research Communications,1/07/2016,
1090-2104,12 months embargo,cannot,green,CC-BY-NC-ND,Biochemical and Biophysical Research Communications,1/07/2016,
2212-6198,,,,,Bioactive Carbohydrates and Dietary Fibre,,
0006-2952,12 months embargo,cannot,green,CC-BY-NC-ND,Biochemical Pharmacology,1/07/2016,
0376-6357,12 months embargo,cannot,green,CC-BY-NC-ND,Behavioural Processes,1/05/2015,
1357-2725,12 months embargo,cannot,green,CC-BY-NC-ND,The International Journal of Biochemistry & Cell Biology,1/05/2015,
0006-3207,12 months embargo,cannot,green,CC-BY-NC-ND,Biological Conservation,1/05/2015,
0960-8524,12 months embargo,cannot,green,CC-BY-NC-ND,Bioresource Technology,1/05/2015,
0956-5663,12 months embargo,cannot,green,CC-BY-NC-ND,Biosensors and Bioelectronics,1/05/2015,
1748-6815,12 months embargo,cannot,green,CC-BY-NC-ND,"Journal of Plastic, Reconstructive & Aesthetic Surgery",1/05/2015,
