issn,journal_title,oa_model,apc,year
0753-3969,Annales de Paléontologie,Hybrid,3000,2018
0242-6498,Annales de Pathologie,Hybrid,3000,2018
0003-4266,Annales d'Endocrinologie,Hybrid,3000,2018
1879-7261,Annales françaises d’oto-rhino-laryngologie et de pathologie cervico-faciale,Hybrid,3000,2018
0003-4487,Annales médico-psychologiques,Hybrid,3000,2018
0003-4509,Annales Pharmaceutiques Françaises,Hybrid,3000,2018
1512-1887,Annals of Agrarian Science,Open Access,0,2018
0570-1783,Annals of Agricultural Sciences,Open Access,0,2018
1081-1206,"Annals of Allergy, Asthma and Immunology",Hybrid,3000,2018
0940-9602,Annals of Anatomy,Hybrid,1800,2018
1092-9134,Annals of Diagnostic Pathology,Hybrid,2500,2018
0196-0644,Annals of Emergency Medicine,Hybrid,3000,2018
1047-2797,Annals of Epidemiology,Hybrid,3000,2018
2214-9996,Annals of Global Health,Hybrid,1200,2018
2049-0801,Annals of Medicine and Surgery,Open Access,950,2018
0306-4549,Annals of Nuclear Energy,Hybrid,2000,2018
1877-0657,Annals of Physical and Rehabilitation Medicine,Hybrid,3000,2018
0003-4916,Annals of Physics,Hybrid,2200,2018
0168-0072,Annals of Pure and Applied Logic,Hybrid,1500,2018
0160-7383,Annals of Tourism Research,Hybrid,1800,2018
0890-5096,Annals of Vascular Surgery,Hybrid,1700,2018
1367-5788,Annual Reviews in Control,Hybrid,3100,2018
2213-3054,Anthropocene,Hybrid,2500,2018
0166-3542,Antiviral Research,Hybrid,2800,2018
0001-2092,AORN Journal,Hybrid,3000,2018
0195-6663,Appetite,Hybrid,3000,2018
0003-682X,Applied Acoustics,Hybrid,2400,2018
1063-5203,Applied and Computational Harmonic Analysis,Hybrid,1500,2018
0168-1591,Applied Animal Behaviour Science,Hybrid,3100,2018
0926-860X,"Applied Catalysis A, General",Hybrid,2500,2018
0926-3373,Applied Catalysis B: Environmental,Hybrid,3000,2018
0169-1317,Applied Clay Science,Hybrid,2500,2018
2210-8327,Applied Computing and Informatics,Open Access,0,2018
0306-2619,Applied Energy,Hybrid,3550,2018
0003-6870,Applied Ergonomics,Hybrid,3300,2018
0883-2927,Applied Geochemistry,Hybrid,2600,2018
0143-6228,Applied Geography,Hybrid,2500,2018
2352-9407,Applied Materials Today,Hybrid,2100,2018
0307-904X,Applied Mathematical Modelling,Hybrid,1500,2018
0096-3003,Applied Mathematics and Computation,Hybrid,1500,2018
0893-9659,Applied Mathematics Letters,Hybrid,1500,2018
0168-9274,Applied Numerical Mathematics,Hybrid,1300,2018
0897-1897,Applied Nursing Research,Hybrid,2000,2018
0141-1187,Applied Ocean Research,Hybrid,2500,2018
0969-8043,Applied Radiation and Isotopes,Hybrid,2350,2018
1568-4946,Applied Soft Computing Journal,Hybrid,2400,2018
0929-1393,Applied Soil Ecology,Hybrid,2500,2018
0169-4332,Applied Surface Science,Hybrid,2800,2018
1359-4311,Applied Thermal Engineering,Hybrid,3000,2018
1886-6581,Apunts. Medicina de l'Esport,Hybrid,3000,2018
0144-8609,Aquacultural Engineering,Hybrid,3600,2018
0044-8486,Aquaculture,Hybrid,3800,2018
2352-5134,Aquaculture Reports,Open Access,1100,2018
0304-3770,Aquatic Botany,Hybrid,3300,2018
0166-445X,Aquatic Toxicology,Hybrid,3700,2018
2214-4625,Arab Economic and Business Journal,Open Access,0,2018
1687-1979,Arab Journal of Gastroenterology,Hybrid,3000,2018
1319-5166,Arab Journal of Mathematical Sciences,Open Access,0,2018
2090-598X,Arab Journal of Urology,Open Access,0,2018
1878-5352,Arabian Journal of Chemistry,Open Access,0,2018
2352-2267,Archaeological Research in Asia,Hybrid,1100,2018
0929-693X,Archives de pédiatrie,Hybrid,3000,2018
1775-8785,Archives des Maladies Professionnelles et de l'Environnement,Hybrid,3000,2018
0003-9861,Archives of Biochemistry and Biophysics,Hybrid,3100,2018
1875-2136,Archives of Cardiovascular Diseases,Hybrid,3000,2018
1644-9665,Archives of Civil and Mechanical Engineering,Hybrid,3000,2018
0167-4943,Archives of Gerontology and Geriatrics,Hybrid,2500,2018
0188-4409,Archives of Medical Research,Hybrid,2750,2018
0003-9969,Archives of Oral Biology,Hybrid,2500,2018
0003-9993,Archives of Physical Medicine and Rehabilitation,Hybrid,3300,2018
0883-9417,Archives of Psychiatric Nursing,Hybrid,2500,2018
0300-2896,Archivos de Bronconeumologia,Hybrid,3000,2018
1579-2129,Archivos de Bronconeumología (English Edition),Hybrid,3000,2018
1405-9940,Archivos de Cardiología de México,Open Access,0,2018
0365-6691,Archivos de la Sociedad Espanola de Oftalmologia,Hybrid,3000,2018
2173-5794,Archivos de la Sociedad Española de Oftalmología (English Ed),Hybrid,3000,2018
1872-9312,Artery Research,Hybrid,3000,2018
2352-3441,Arthroplasty Today,Open Access,1995,2018
1467-8039,Arthropod Structure and Development,Hybrid,2400,2018
2212-6287,Arthroscopy Techniques,Open Access,900,2018
0749-8063,Arthroscopy: The Journal of Arthroscopic and Related Surgery,Hybrid,2500,2018
0004-3702,Artificial Intelligence,Hybrid,2400,2018
0933-3657,Artificial Intelligence In Medicine,Hybrid,2500,2018
1029-3132,Asia Pacific Management Review,Hybrid,0,2018
1818-0876,Asian Journal of Pharmaceutical Sciences,Open Access,0,2018
1876-2018,Asian Journal of Psychiatry,Hybrid,2500,2018
1015-9584,Asian Journal of Surgery,Open Access,0,2018
2214-3882,Asian Journal of Urology,Open Access,0,2018
1976-1317,Asian Nursing Research,Open Access,1000,2018
2214-6873,"Asia-Pacific Journal of Sports Medicine, Arthroscopy, Rehabilitation and Technology",Open Access,0,2018
1075-2935,Assessing Writing,Hybrid,1800,2018
2213-1337,Astronomy and Computing,Hybrid,2200,2018
0927-6505,Astroparticle Physics,Hybrid,2200,2018
0212-6567,Atencion Primaria,Open Access,0,2018
0021-9150,Atherosclerosis,Hybrid,3200,2018
1567-5688,Atherosclerosis (Supplements) (Component),Hybrid,3000,2018
1061-3315,Atlas of the Oral and Maxillofacial Surgery Clinics of North A,Hybrid,3000,2018
1352-2310,Atmospheric Environment,Hybrid,1300,2018
1309-1042,Atmospheric Pollution Research,Hybrid,1500,2018
0169-8095,Atmospheric Research,Hybrid,3000,2018
0092-640X,Atomic Data and Nuclear Data Tables,Hybrid,2200,2018
0385-8146,Auris Nasus Larynx,Hybrid,3000,2018
2588-994X,Australasian Emergency Care,Hybrid,1700,2018
1441-3582,Australasian Marketing Journal (AMJ),Hybrid,1100,2018
1036-7314,Australian Critical Care,Hybrid,1700,2018
1568-9972,Autoimmunity Reviews,Hybrid,3800,2018
0005-1098,Automatica,Hybrid,3300,2018
0926-5805,Automation in Construction,Hybrid,2500,2018
1566-0702,Autonomic Neuroscience: Basic and Clinical,Hybrid,2500,2018
2210-5336,Basal Ganglia,Hybrid,1700,2018
1439-1791,Basic and Applied Ecology,Hybrid,3000,2018
0005-2728,BBA - Bioenergetics,Hybrid,4050,2018
0005-2736,BBA - Biomembranes,Hybrid,3400,2018
1874-9399,BBA - Gene Regulatory Mechanisms,Hybrid,4050,2018
0304-4165,BBA - General Subjects,Hybrid,4050,2018
1388-1981,BBA - Molecular and Cell Biology of Lipids,Hybrid,4050,2018
0925-4439,BBA - Molecular Basis of Disease,Hybrid,4050,2018
0167-4889,BBA - Molecular Cell Research,Hybrid,4050,2018
1570-9639,BBA - Proteins and Proteomics,Hybrid,3400,2018
0304-419X,BBA - Reviews on Cancer,Hybrid,3800,2018
0005-7894,Behavior Therapy,Hybrid,3000,2018
0005-7967,Behaviour Research and Therapy,Hybrid,3400,2018
0166-4328,Behavioural Brain Research,Hybrid,2750,2018
0376-6357,Behavioural Processes,Hybrid,2200,2018
2314-8535,Beni-Suef University Journal of Basic and Applied Sciences,Open Access,0,2018
1521-6896,Best Practice and Research Clinical Anaesthesiology,Hybrid,2500,2018
1521-690X,Best Practice and Research Clinical Endocrinology and Metabolism,Hybrid,2500,2018
1521-6918,Best Practice and Research Clinical Gastroenterology,Hybrid,2500,2018
1521-6926,Best Practice and Research Clinical Haematology,Hybrid,2000,2018
1521-6934,Best Practice and Research Clinical Obstetrics and Gynaecology,Hybrid,2500,2018
1521-6942,Best Practice and Research Clinical Rheumatology,Hybrid,2500,2018
2214-5796,Big Data Research,Hybrid,2400,2018
2212-6198,Bioactive Carbohydrates and Dietary Fibre,Hybrid,3000,2018
2452-199X,Bioactive Materials,Open Access,0,2018
1878-8181,Biocatalysis and Agricultural Biotechnology,Hybrid,2200,2018
0006-291X,Biochemical and Biophysical Research Communications,Hybrid,2300,2018
1369-703X,Biochemical Engineering Journal,Hybrid,3300,2018
0006-2952,Biochemical Pharmacology,Hybrid,4050,2018
0305-1978,Biochemical Systematics and Ecology,Hybrid,2600,2018
2405-5808,Biochemistry and Biophysics Reports,Open Access,1600,2018
0300-9084,Biochimie,Hybrid,2400,2018
2214-0085,Biochimie Open,Open Access,1200,2018
0208-5216,Biocybernetics and Biomedical Engineering,Hybrid,1500,2018
1567-5394,Bioelectrochemistry,Hybrid,2600,2018
0006-3207,Biological Conservation,Hybrid,3400,2018
1049-9644,Biological Control,Hybrid,3000,2018
0006-3223,Biological Psychiatry,Hybrid,3300,2018
2451-9022,Biological Psychiatry: Cognitive Neuroscience and Neuroimaging,Hybrid,3000,2018
0301-0511,Biological Psychology,Hybrid,2900,2018
2212-683X,Biologically Inspired Cognitive Architectures,Hybrid,2400,2018
1045-1056,Biologicals,Hybrid,3000,2018
1083-8791,Biology of Blood and Marrow Transplantation,Hybrid,3650,2018
0961-9534,Biomass and Bioenergy,Hybrid,3500,2018
0142-9612,Biomaterials,Hybrid,3700,2018
0895-3988,Biomedical and Environmental Sciences,Hybrid,0,2018
1746-8094,Biomedical Signal Processing and Control,Hybrid,1500,2018
0753-3322,Biomedicine and Pharmacotherapy,Hybrid,3000,2018
2214-7535,Biomolecular Detection and Quantification,Open Access,1950,2018
0968-0896,Bioorganic and Medicinal Chemistry,Hybrid,2350,2018
0960-894X,Bioorganic and Medicinal Chemistry Letters,Hybrid,2350,2018
0045-2068,Bioorganic Chemistry,Hybrid,2600,2018
0301-4622,Biophysical Chemistry,Hybrid,3300,2018
0006-3495,Biophysical Journal,Hybrid,1800,2018
2405-8866,Bioprinting,Hybrid,1700,2018
0960-8524,Bioresource Technology,Hybrid,3550,2018
0956-5663,Biosensors and Bioelectronics,Hybrid,3500,2018
2405-4518,Biosurface and Biotribology,Open Access,0,2018
0303-2647,BioSystems,Hybrid,1950,2018
1537-5110,Biosystems Engineering,Hybrid,2750,2018
0734-9750,Biotechnology Advances,Hybrid,3950,2018
2215-017X,Biotechnology Reports,Open Access,1600,2018
2352-5738,Biotribology,Hybrid,1000,2018
2058-5349,BJA Education,Hybrid,3200,2018
1079-9796,"Blood Cells, Molecules and Diseases",Hybrid,3300,2018
0268-960X,Blood Reviews,Hybrid,3000,2018
1740-1445,Body Image,Hybrid,1800,2018
0366-3175,Boletín de la Sociedad Española de Cerámica y Vidrio,Open Access,0,2018
8756-3282,Bone,Hybrid,2500,2018
2352-1872,Bone Reports,Open Access,1500,2018
2214-8450,Borsa Istanbul Review,Open Access,0,2018
1538-4721,Brachytherapy,Hybrid,3300,2018
0278-2626,Brain and Cognition,Hybrid,1950,2018
0387-7604,Brain and Development,Hybrid,3000,2018
0093-934X,Brain and Language,Hybrid,2500,2018
0889-1591,Brain Behavior and Immunity,Hybrid,3000,2018
0006-8993,Brain Research,Hybrid,2350,2018
0361-9230,Brain Research Bulletin,Hybrid,2200,2018
1935-861X,Brain Stimulation,Hybrid,2600,2018
0034-7094,Brazilian Journal of Anesthesiology,Open Access,0,2018
0104-0014,Brazilian Journal of Anesthesiology (English edition),Open Access,0,2018
1413-8670,Brazilian Journal of Infectious Diseases,Open Access,0,2018
1808-8694,Brazilian Journal of Otorhinolaryngology,Open Access,0,2018
0007-0912,British Journal of Anaesthesia,Hybrid,3200,2018
0266-4356,British Journal of Oral and Maxillofacial Surgery,Hybrid,3300,2018
2340-9436,BRQ Business Research Quarterly,Open Access,0,2018
0360-1323,Building and Environment,Hybrid,2700,2018
0007-4497,Bulletin des sciences mathématiques,Hybrid,750,2018
1110-0931,"Bulletin of Faculty of Pharmacy, Cairo University",Open Access,0,2018
2213-0586,Burnout Research,Open Access,750,2018
0305-4179,Burns,Hybrid,3000,2018
0007-6813,Business Horizons,Hybrid,1800,2018
0007-9820,Cahiers de la puéricultrice,Hybrid,3000,2018
0007-9960,Cahiers de Nutrition et de Diététique,Hybrid,3000,2018
0364-5916,Calphad,Hybrid,2500,2018
0846-5371,Canadian Association of Radiologists Journal,Hybrid,1700,2018
0828-282X,Canadian Journal of Cardiology,Hybrid,3100,2018
1499-2671,Canadian Journal of Diabetes,Hybrid,3300,2018
0008-4182,Canadian Journal of Ophthalmology/Journal canadien d'ophtalmologie,Hybrid,3000,2018
1278-3218,Cancer / Radiothérapie,Hybrid,3000,2018
1535-6108,Cancer Cell,Hybrid,5200,2018
1877-7821,Cancer Epidemiology,Hybrid,2600,2018
2210-7762,Cancer Genetics,Hybrid,3000,2018
0304-3835,Cancer Letters,Hybrid,3400,2018
2468-2942,Cancer Treatment and Research Communications,Hybrid,650,2018
0305-7372,Cancer Treatment Reviews,Hybrid,3200,2018
0144-8617,Carbohydrate Polymers,Hybrid,3000,2018
0008-6215,Carbohydrate Research,Hybrid,3300,2018
0008-6223,Carbon,Hybrid,3700,2018
1877-9182,Cardiac Electrophysiology Clinics,Hybrid,3000,2018
1889-898X,Cardiocore,Hybrid,3000,2018
0733-8651,Cardiology Clinics,Hybrid,3000,2018
1054-8807,Cardiovascular Pathology,Hybrid,3000,2018
1553-8389,Cardiovascular Revascularization Medicine,Hybrid,2500,2018
2214-9112,Case Reports in Women's Health,Open Access,500,2018
2214-5095,Case Studies in Construction Materials,Open Access,500,2018
2214-157X,Case Studies in Thermal Engineering,Open Access,550,2018
2213-624X,Case Studies on Transport Policy,Hybrid,1800,2018
1566-7367,Catalysis Communications,Hybrid,2200,2018
0920-5861,Catalysis Today,Hybrid,3300,2018
0341-8162,Catena,Hybrid,2500,2018
0092-8674,Cell,Hybrid,5200,2018
0143-4160,Cell Calcium,Hybrid,3300,2018
2451-9456,Cell Chemical Biology,Hybrid,5200,2018
1931-3128,Cell Host and Microbe,Hybrid,5200,2018
1550-4131,Cell Metabolism,Hybrid,5200,2018
2211-1247,Cell Reports,Open Access,5000,2018
1934-5909,Cell Stem Cell,Hybrid,5200,2018
2405-4712,Cell Systems,Hybrid,5200,2018
2352-345X,Cellular and Molecular Gastroenterology and Hepatology,Open Access,2000,2018
0008-8749,Cellular Immunology,Hybrid,2200,2018
0898-6568,Cellular Signalling,Hybrid,2900,2018
0958-9465,Cement and Concrete Composites,Hybrid,3300,2018
0008-8846,Cement and Concrete Research,Hybrid,3300,2018
0272-8842,Ceramics International,Hybrid,2950,2018
0960-0779,"Chaos, Solitons and Fractals: the interdisciplinary journal of Nonlinear Science, and Nonequilibrium and Complex Phenomena",Hybrid,2200,2018
2405-8300,Chemical Data Collections,Hybrid,500,2018
0255-2701,Chemical Engineering and Processing - Process Intensification,Hybrid,2500,2018
1385-8947,Chemical Engineering Journal,Hybrid,3850,2018
0263-8762,Chemical Engineering Research and Design,Hybrid,3300,2018
0009-2509,Chemical Engineering Science,Hybrid,3500,2018
0009-2541,Chemical Geology,Hybrid,1800,2018
0301-0104,Chemical Physics,Hybrid,3050,2018
0009-2614,Chemical Physics Letters,Hybrid,3050,2018
0009-2797,Chemico-Biological Interactions,Hybrid,2200,2018
0009-2819,Chemie der Erde,Hybrid,1500,2018
0009-3084,Chemistry and Physics of Lipids,Hybrid,3000,2018
0169-7439,Chemometrics and Intelligent Laboratory Systems,Hybrid,2600,2018
0045-6535,Chemosphere,Hybrid,3400,2018
0012-3692,Chest,Hybrid,3300,2018
0145-2134,Child Abuse and Neglect,Hybrid,1950,2018
1056-4993,Child and Adolescent Psychiatric Clinics of North America,Hybrid,3000,2018
0190-7409,Children and Youth Services Review,Hybrid,1400,2018
1043-951X,China Economic Review,Hybrid,1800,2018
1755-3091,China Journal of Accounting Research,Open Access,0,2018
0275-1062,Chinese Astronomy and Astrophysics,Hybrid,2200,2018
1674-6384,Chinese Herbal Medicines,Hybrid,1000,2018
1000-9361,Chinese Journal of Aeronautics,Open Access,0,2018
1872-2040,Chinese Journal of Analytical Chemistry,Hybrid,3000,2018
1872-2067,Chinese Journal of Catalysis,Hybrid,3000,2018
1004-9541,Chinese Journal of Chemical Engineering,Hybrid,3000,2018
1875-5364,Chinese Journal of Natural Medicines,Hybrid,3000,2018
1008-1275,Chinese Journal of Traumatology,Open Access,0,2018
1001-9294,Chinese Medical Sciences Journal,Hybrid,3000,2018
2095-882X,Chronic Diseases and Translational Medicine,Open Access,1500,2018
0007-8506,CIRP Annals - Manufacturing Technology,Hybrid,3100,2018
1755-5817,CIRP Journal of Manufacturing Science and Technology,Hybrid,2400,2018
1134-0096,Cirugía Cardiovascular,Open Access,0,2018
0009-739X,Cirugia Espanola,Hybrid,3000,2018
2173-5077,Cirugía Española (English Edition),Hybrid,3000,2018
0264-2751,Cities,Hybrid,1200,2018
1877-9166,"City, Culture and Society",Hybrid,1100,2018
2212-0963,Climate Risk Management,Open Access,1500,2018
2405-8807,Climate Services,Open Access,1800,2018
0009-8981,Clinica Chimica Acta,Hybrid,3400,2018
0214-9168,Clinica e Investigacion en Arteriosclerosis,Hybrid,3000,2018
0210-573X,Clinica e Investigacion en Ginecologia y Obstetricia,Hybrid,1500,2018
0009-9120,Clinical Biochemistry,Hybrid,2400,2018
0268-0033,Clinical Biomechanics,Hybrid,3300,2018
1526-8209,Clinical Breast Cancer,Hybrid,1800,2018
1533-0028,Clinical Colorectal Cancer,Hybrid,1800,2018
2213-3984,Clinical Epidemiology and Global Health,Hybrid,3000,2018
1542-3565,Clinical Gastroenterology and Hepatology,Hybrid,3000,2018
1558-7673,Clinical Genitourinary Cancer,Hybrid,1700,2018
0899-7071,Clinical Imaging,Hybrid,2500,2018
1521-6616,Clinical Immunology,Hybrid,3900,2018
1525-7304,Clinical Lung Cancer,Hybrid,1800,2018
2152-2650,"Clinical Lymphoma, Myeloma and Leukemia",Hybrid,1800,2018
1198-743X,Clinical Microbiology and Infection,Hybrid,3200,2018
0196-4399,Clinical Microbiology Newsletter,Hybrid,2500,2018
0303-8467,Clinical Neurology and Neurosurgery,Hybrid,1700,2018
1388-2457,Clinical Neurophysiology,Hybrid,2500,2018
0261-5614,Clinical Nutrition,Hybrid,2500,2018
